record_id,human_gene,donor_species,donor_sci_name,condition,chromosome,sequence_similarity,expression_correlation,protein_interaction_degree,go_term_overlap,conservation_score,disease_gene_association_score,synteny_score,regulatory_region_similarity,num_shared_go_terms,species_regen_score,known_therapy_target,in_clinical_trial,primary_pathway,target_label
GB-DEA-PIG-5490,LHFPL5,pig,Sus scrofa,deafness,9,0.8461,0.1613,1,0.1163,0.7092,0.3282,0.3546,0.1488,1,0.84,0,0,mTOR,0
GB-SPI-HOR-0768,LINGO1,horse,Equus caballus,spinal_cord_injury,18,0.7867,0.7778,24,0.2459,0.6329,0.8394,0.8871,0.3027,5,0.8,1,0,Oxidative phosphorylation,1
GB-DIA-SHE-6764,ADIPOQ,sheep,Ovis aries,diabetes,6,0.8115,0.3357,3,0.0531,0.6202,0.2549,0.3502,0.4125,3,0.82,0,0,Hedgehog,0
GB-HEA-HOR-3495,MYL3,horse,Equus caballus,heart_disease,9,0.7835,0.3109,5,0.2467,0.6178,0.0651,0.674,0.1911,2,0.8,0,0,Notch signaling,0
GB-SPI-MOU-0285,SOCS3,mouse,Mus musculus,spinal_cord_injury,14,0.8377,0.2025,5,0.3349,0.6343,0.1385,0.4553,0.7151,1,0.85,0,0,Apoptosis,0
GB-DIA-HOR-7113,INS,horse,Equus caballus,diabetes,9,0.99,0.1454,7,0.3056,0.8382,0.0229,0.4211,0.1008,1,0.8,0,0,Calcium signaling,0
GB-ALS-PIG-4524,FUS,pig,Sus scrofa,als,8,0.7842,0.8355,21,0.8695,0.6333,0.9498,0.8894,0.729,3,0.84,0,0,TGF-beta,1
GB-DIA-PIG-6402,LEP,pig,Sus scrofa,diabetes,6,0.91,0.3576,2,0.0967,0.7088,0.0544,0.312,0.312,0,0.84,0,0,TGF-beta,0
GB-RET-SHE-2332,CNGA3,sheep,Ovis aries,retinal_degeneration,12,0.7292,0.1037,5,0.225,0.5833,0.2124,0.3921,0.492,2,0.82,0,0,Hippo signaling,0
GB-HEA-PIG-2717,SCN5A,pig,Sus scrofa,heart_disease,22,0.9669,0.9672,21,0.6934,0.6997,0.9541,0.6409,0.4782,6,0.84,1,0,Hedgehog,1
GB-RET-MOU-2079,CRX,mouse,Mus musculus,retinal_degeneration,Y,0.8222,0.287,7,0.4751,0.6394,0.282,0.3722,0.5109,0,0.85,0,0,MAPK signaling,0
GB-HEA-BAB-3389,PLN,baboon,Papio anubis,heart_disease,5,0.99,0.1499,4,0.0292,0.8325,0.14,0.4701,0.4218,1,0.94,0,0,NF-kB,0
GB-SPI-HOR-0722,NT3,horse,Equus caballus,spinal_cord_injury,1,0.7719,0.7136,32,0.8377,0.6545,0.8265,0.7863,0.6495,2,0.8,1,0,Apoptosis,1
GB-MUS-PIG-0951,COLQ,pig,Sus scrofa,muscular_dystrophy,18,0.8195,0.7293,23,0.6504,0.738,0.7711,0.6804,0.8123,7,0.84,0,0,Hippo signaling,1
GB-DEA-HOR-6274,GJB6,horse,Equus caballus,deafness,16,0.9068,0.3717,7,0.4196,0.7626,0.1784,0.5916,0.1934,0,0.8,0,0,cAMP signaling,0
GB-RET-SHE-2262,CNGB3,sheep,Ovis aries,retinal_degeneration,3,0.7291,0.1718,3,0.1469,0.5794,0.3592,0.3049,0.1258,3,0.82,0,0,Oxidative phosphorylation,0
GB-MUS-PIG-0989,DYSF,pig,Sus scrofa,muscular_dystrophy,4,0.7393,0.1054,5,0.0292,0.5918,0.344,0.2172,0.2657,0,0.84,0,0,Calcium signaling,0
GB-HEA-SHE-3212,RYR2,sheep,Ovis aries,heart_disease,1,0.99,0.3847,4,0.2339,0.7905,0.2199,0.1446,0.5387,0,0.82,0,0,Notch signaling,0
GB-MUS-HOR-1759,SGCB,horse,Equus caballus,muscular_dystrophy,11,0.8822,0.1229,6,0.2297,0.7002,0.2068,0.2935,0.1584,0,0.8,0,0,Wnt signaling,0
GB-DEA-SHE-5911,STRC,sheep,Ovis aries,deafness,15,0.7644,0.1058,3,0.1701,0.6147,0.166,0.4109,0.5905,0,0.82,0,0,Autophagy,0
GB-PAR-HOR-4422,SNCA,horse,Equus caballus,parkinsons,Y,0.7825,0.1691,7,0.1675,0.703,0.4349,0.3901,0.2894,0,0.8,0,0,PI3K-Akt,0
GB-DEA-PIG-5479,OTOF,pig,Sus scrofa,deafness,12,0.7883,0.2395,4,0.2801,0.6343,0.2347,0.3679,0.2705,1,0.84,0,0,Wnt signaling,0
GB-MUS-HOR-1724,FKTN,horse,Equus caballus,muscular_dystrophy,X,0.9476,0.3992,1,0.2487,0.714,0.362,0.1108,0.4503,3,0.8,0,0,JAK-STAT,0
GB-ALS-BAB-5182,CHCHD10,baboon,Papio anubis,als,22,0.99,0.3721,6,0.3968,0.8155,0.1461,0.1733,0.2084,0,0.94,0,0,Oxidative phosphorylation,0
GB-SPI-MOU-0341,SOCS3,mouse,Mus musculus,spinal_cord_injury,10,0.8056,0.1676,4,0.0396,0.6402,0.3917,0.5109,0.4945,1,0.85,0,0,DNA repair,0
GB-PAR-PIG-3701,GIGYF2,pig,Sus scrofa,parkinsons,6,0.8652,0.3078,1,0.4876,0.7334,0.2863,0.0853,0.0087,1,0.84,0,0,Wnt signaling,0
GB-PAR-BAB-4243,TMEM230,baboon,Papio anubis,parkinsons,19,0.99,0.4309,5,0.5474,0.8326,0.3345,0.1217,0.1377,1,0.94,0,0,Wnt signaling,0
GB-SPI-BAB-0688,IL6,baboon,Papio anubis,spinal_cord_injury,20,0.99,0.3811,1,0.5557,0.8121,0.359,0.3352,0.2002,1,0.94,0,0,cAMP signaling,0
GB-HEA-HOR-3432,CASQ2,horse,Equus caballus,heart_disease,5,0.7927,0.8099,25,0.3824,0.6446,0.6286,0.7727,0.3385,4,0.8,0,0,DNA repair,1
GB-ALS-BAB-5203,ANG,baboon,Papio anubis,als,9,0.99,0.1219,3,0.11,0.8273,0.2936,0.3442,0.4812,0,0.94,0,0,Oxidative phosphorylation,0
GB-ALS-SHE-4944,VCP,sheep,Ovis aries,als,12,0.7561,0.2909,1,0.1207,0.6091,0.5482,0.1512,0.2703,1,0.82,0,0,NF-kB,0
GB-MUS-PIG-0966,SGCB,pig,Sus scrofa,muscular_dystrophy,7,0.7929,0.4039,4,0.2534,0.5957,0.3986,0.215,0.2176,1,0.84,0,0,DNA repair,0
GB-DIA-SHE-6794,PDX1,sheep,Ovis aries,diabetes,5,0.7992,0.0882,2,0.4121,0.6043,0.0986,0.2314,0.2879,3,0.82,0,0,Autophagy,0
GB-DIA-MOU-6505,IRS2,mouse,Mus musculus,diabetes,2,0.9537,0.9576,15,0.6492,0.7196,0.6529,0.7638,0.6394,2,0.85,1,0,MAPK signaling,1
GB-RET-SHE-2203,CEP290,sheep,Ovis aries,retinal_degeneration,17,0.7543,0.752,21,0.9021,0.634,0.6396,0.9187,0.5698,7,0.82,1,0,Notch signaling,1
GB-HEA-PIG-2713,TNNI3,pig,Sus scrofa,heart_disease,15,0.975,0.7795,15,0.8607,0.7421,0.9736,0.4828,0.7475,5,0.84,0,0,Autophagy,1
GB-ALS-MOU-4757,FUS,mouse,Mus musculus,als,22,0.99,0.6699,18,0.9177,0.769,0.5619,0.3704,0.3777,6,0.85,0,0,DNA repair,1
GB-ALS-BAB-5098,CHCHD10,baboon,Papio anubis,als,17,0.99,0.9661,16,0.7711,0.8143,0.5223,0.6134,0.8922,4,0.94,0,0,Oxidative phosphorylation,1
GB-DIA-PIG-6340,HNF4A,pig,Sus scrofa,diabetes,X,0.941,0.977,19,0.8968,0.7935,0.3209,0.8111,0.371,3,0.84,0,0,Glycolysis,1
GB-DIA-MOU-6583,LEPR,mouse,Mus musculus,diabetes,3,0.99,0.3291,7,0.1125,0.8546,0.4868,0.17,0.0712,0,0.85,0,0,Glycolysis,0
GB-ALS-HOR-5280,DCTN1,horse,Equus caballus,als,X,0.81,0.1297,5,0.4162,0.6835,0.2541,0.4828,0.4696,2,0.8,0,0,NF-kB,0
GB-HEA-HOR-3572,TPM1,horse,Equus caballus,heart_disease,16,0.8426,0.1458,7,0.1561,0.6436,0.263,0.18,0.1229,2,0.8,0,0,Apoptosis,0
GB-ALS-MOU-4805,DCTN1,mouse,Mus musculus,als,22,0.9587,0.3833,7,0.4547,0.7559,0.3029,0.0851,0.2244,3,0.85,0,0,Notch signaling,0
GB-ALS-HOR-5299,TBK1,horse,Equus caballus,als,8,0.731,0.3026,3,0.1193,0.6727,0.22,0.6984,0.2413,3,0.8,0,0,NF-kB,0
GB-RET-MOU-1990,RDH12,mouse,Mus musculus,retinal_degeneration,10,0.7885,0.5956,15,0.6536,0.5742,0.8575,0.3795,0.7348,7,0.85,0,0,NF-kB,1
GB-PAR-SHE-4120,GIGYF2,sheep,Ovis aries,parkinsons,10,0.7196,0.2821,7,0.2235,0.5577,0.2996,0.4299,0.3973,3,0.82,0,0,TGF-beta,0
GB-ALS-MOU-4759,NEK1,mouse,Mus musculus,als,Y,0.9352,0.9543,16,0.5534,0.7239,0.7992,0.8115,0.6041,7,0.85,0,0,MAPK signaling,1
GB-DEA-SHE-5905,PCDH15,sheep,Ovis aries,deafness,21,0.7852,0.4108,2,0.1771,0.5911,0.3632,0.3334,0.4114,3,0.82,0,0,Hippo signaling,0
GB-ALS-HOR-5298,TUBA4A,horse,Equus caballus,als,14,0.7678,0.2992,3,0.207,0.6369,0.2964,0.1504,0.3249,3,0.8,0,0,JAK-STAT,0
GB-DEA-HOR-6290,ACTG1,horse,Equus caballus,deafness,22,0.8871,0.3758,4,0.3048,0.7048,0.2037,0.4808,0.3241,3,0.8,0,0,Hippo signaling,0
GB-ALS-SHE-4971,OPTN,sheep,Ovis aries,als,Y,0.8,0.2304,2,0.4556,0.7168,0.3937,0.4055,0.1893,2,0.82,0,0,Wnt signaling,0
GB-DIA-SHE-6818,ADIPOQ,sheep,Ovis aries,diabetes,13,0.7934,0.371,2,0.3043,0.6107,0.21,0.4971,0.1924,0,0.82,0,0,Autophagy,0
GB-ALS-SHE-5034,NEK1,sheep,Ovis aries,als,18,0.7886,0.3853,8,0.4132,0.6361,0.2666,0.3267,0.3108,0,0.82,0,0,Apoptosis,0
GB-PAR-PIG-3600,PINK1,pig,Sus scrofa,parkinsons,12,0.7738,0.5641,16,0.6226,0.5886,0.6628,0.6986,0.896,7,0.84,0,0,Calcium signaling,1
GB-DIA-MOU-6568,TCF7L2,mouse,Mus musculus,diabetes,17,0.9866,0.1427,6,0.0925,0.814,0.426,0.1778,0.0867,1,0.85,0,0,Hippo signaling,0
GB-DIA-HOR-7166,LEP,horse,Equus caballus,diabetes,5,0.9144,0.1205,3,0.1944,0.6977,0.2406,0.6026,0.1228,0,0.8,0,0,TGF-beta,0
GB-DEA-SHE-5933,ESPN,sheep,Ovis aries,deafness,4,0.779,0.1845,2,0.0991,0.6215,0.1805,0.5499,0.4988,2,0.82,0,0,mTOR,0
GB-SPI-SHE-0385,MAG,sheep,Ovis aries,spinal_cord_injury,22,0.9248,0.9073,19,0.4202,0.6667,0.8949,0.4234,0.7722,6,0.82,0,0,FoxO signaling,1
GB-DEA-HOR-6281,CDH23,horse,Equus caballus,deafness,1,0.8874,0.4207,2,0.2289,0.6876,0.0902,0.7172,0.4779,0,0.8,0,0,mTOR,0
GB-DIA-MOU-6570,LEPR,mouse,Mus musculus,diabetes,8,0.99,0.3289,5,0.1175,0.8123,0.272,0.366,0.3168,3,0.85,0,0,Wnt signaling,0
GB-SPI-SHE-0536,NOGO,sheep,Ovis aries,spinal_cord_injury,4,0.9017,0.3598,5,0.0992,0.8069,0.3134,0.0989,0.1894,3,0.82,0,0,Apoptosis,0
GB-DIA-SHE-6711,LEP,sheep,Ovis aries,diabetes,X,0.7628,0.7063,13,0.8894,0.5327,0.9545,0.7875,0.4213,3,0.82,0,0,TGF-beta,1
GB-ALS-SHE-5032,OPTN,sheep,Ovis aries,als,11,0.7982,0.3081,1,0.0261,0.6161,0.206,0.4983,0.0787,3,0.82,0,0,JAK-STAT,0
GB-PAR-BAB-4212,DNAJC13,baboon,Papio anubis,parkinsons,7,0.99,0.8793,27,0.7104,0.8294,0.6198,0.7935,0.343,2,0.94,0,0,FoxO signaling,1
GB-HEA-HOR-3507,MYL3,horse,Equus caballus,heart_disease,11,0.7532,0.3456,2,0.1182,0.6072,0.2308,0.3678,0.2612,0,0.8,0,0,Oxidative phosphorylation,0
GB-SPI-MOU-0201,SOCS3,mouse,Mus musculus,spinal_cord_injury,9,0.8518,0.8099,22,0.8754,0.6787,0.6081,0.855,0.6125,2,0.85,0,0,Oxidative phosphorylation,1
GB-MUS-SHE-1332,CAPN3,sheep,Ovis aries,muscular_dystrophy,Y,0.9009,0.9083,17,0.5307,0.7506,0.3946,0.6351,0.3686,4,0.82,1,0,Notch signaling,1
GB-HEA-HOR-3502,ACTC1,horse,Equus caballus,heart_disease,9,0.8307,0.3456,1,0.0356,0.5799,0.2904,0.1325,0.5401,2,0.8,0,0,Wnt signaling,0
GB-HEA-PIG-2708,MYL2,pig,Sus scrofa,heart_disease,1,0.9486,0.6413,22,0.2848,0.8152,0.8869,0.5534,0.4992,7,0.84,0,0,MAPK signaling,1
GB-ALS-SHE-5031,CHCHD10,sheep,Ovis aries,als,14,0.7659,0.3595,3,0.2238,0.6209,0.1167,0.1941,0.2012,1,0.82,0,0,JAK-STAT,0
GB-ALS-PIG-4662,DCTN1,pig,Sus scrofa,als,15,0.8309,0.3648,1,0.1819,0.6762,0.5312,0.2632,0.1674,3,0.84,0,0,Apoptosis,0
GB-PAR-SHE-4021,GIGYF2,sheep,Ovis aries,parkinsons,15,0.8234,0.2862,3,0.6562,0.6231,0.2498,0.1914,0.238,0,0.82,0,0,Glycolysis,0
GB-RET-PIG-1854,ROM1,pig,Sus scrofa,retinal_degeneration,Y,0.951,0.7065,21,0.9267,0.7323,0.9307,0.7883,0.4114,2,0.84,0,0,TGF-beta,1
GB-DIA-PIG-6434,KLF11,pig,Sus scrofa,diabetes,21,0.9053,0.2622,1,0.2493,0.6931,0.2364,0.2727,0.1572,3,0.84,0,0,Calcium signaling,0
GB-HEA-PIG-2872,MYH7,pig,Sus scrofa,heart_disease,2,0.99,0.4503,5,0.3905,0.7616,0.2572,0.3928,0.2481,0,0.84,0,0,Hedgehog,0
GB-HEA-MOU-3030,TNNI3,mouse,Mus musculus,heart_disease,11,0.7828,0.3046,4,0.1479,0.6111,0.3011,0.111,0.3121,3,0.85,0,0,Apoptosis,0
GB-MUS-MOU-1205,CAPN3,mouse,Mus musculus,muscular_dystrophy,13,0.99,0.0999,4,0.1928,0.7802,0.39,0.1877,0.4308,3,0.85,0,0,PI3K-Akt,0
GB-MUS-HOR-1645,SGCB,horse,Equus caballus,muscular_dystrophy,18,0.8948,0.9743,18,0.4821,0.6883,0.6244,0.7609,0.5769,3,0.8,1,0,Glycolysis,1
GB-HEA-BAB-3417,MYBPC3,baboon,Papio anubis,heart_disease,4,0.99,0.3552,4,0.5437,0.8524,0.2031,0.2418,0.1812,1,0.94,0,0,MAPK signaling,0
GB-HEA-HOR-3476,TPM1,horse,Equus caballus,heart_disease,6,0.7794,0.9018,17,0.6454,0.6041,0.8105,0.2773,0.8672,7,0.8,0,0,cAMP signaling,1
GB-DEA-BAB-6059,STRC,baboon,Papio anubis,deafness,9,0.8878,0.3516,3,0.8394,0.7266,0.2148,0.3195,0.4317,0,0.94,0,0,Autophagy,0
GB-HEA-PIG-2861,ACTC1,pig,Sus scrofa,heart_disease,20,0.9808,0.4137,5,0.1637,0.8083,0.1062,0.1148,0.2247,3,0.84,0,0,MAPK signaling,0
GB-MUS-HOR-1792,DYSF,horse,Equus caballus,muscular_dystrophy,10,0.8907,0.3028,1,0.3815,0.6346,0.3627,0.3596,0.3357,2,0.8,0,0,MAPK signaling,0
GB-DEA-PIG-5526,ACTG1,pig,Sus scrofa,deafness,18,0.8797,0.1803,2,0.397,0.7172,0.4655,0.1132,0.266,0,0.84,0,0,FoxO signaling,0
GB-PAR-MOU-3797,SNCA,mouse,Mus musculus,parkinsons,15,0.926,0.9515,24,0.3899,0.7458,0.654,0.7447,0.5586,5,0.85,1,0,PI3K-Akt,1
GB-HEA-BAB-3368,MYL3,baboon,Papio anubis,heart_disease,18,0.99,0.3141,1,0.0866,0.7939,0.3689,0.2045,0.0872,3,0.94,0,0,Hedgehog,0
GB-HEA-BAB-3367,LMNA,baboon,Papio anubis,heart_disease,10,0.99,0.1484,4,0.2245,0.7274,0.2498,0.131,0.2241,3,0.94,0,0,cAMP signaling,0
GB-HEA-HOR-3533,CASQ2,horse,Equus caballus,heart_disease,14,0.7348,0.0956,9,0.19,0.5836,0.0232,0.5521,0.271,2,0.8,0,0,Hedgehog,0
GB-DIA-PIG-6315,PDX1,pig,Sus scrofa,diabetes,11,0.965,0.8297,20,0.4406,0.7623,0.8385,0.5336,0.7571,6,0.84,0,0,Oxidative phosphorylation,1
GB-ALS-BAB-5109,CHCHD10,baboon,Papio anubis,als,15,0.99,0.7001,20,0.8577,0.7872,0.7519,0.3455,0.8517,7,0.94,1,0,PI3K-Akt,1
GB-HEA-HOR-3449,PLN,horse,Equus caballus,heart_disease,5,0.8018,0.7544,24,0.8925,0.6272,0.8108,0.2915,0.5211,3,0.8,0,0,Wnt signaling,1
GB-SPI-BAB-0603,TNF,baboon,Papio anubis,spinal_cord_injury,10,0.99,0.7953,18,0.8886,0.8115,0.7746,0.5153,0.4561,7,0.94,1,0,TGF-beta,1
GB-HEA-MOU-3056,LMNA,mouse,Mus musculus,heart_disease,5,0.7603,0.2559,3,0.2383,0.5558,0.523,0.0722,0.1384,2,0.85,0,0,NF-kB,0
GB-DEA-HOR-6264,GJB6,horse,Equus caballus,deafness,9,0.9003,0.1931,2,0.5822,0.7479,0.061,0.3608,0.4144,2,0.8,0,0,Hippo signaling,0
GB-SPI-PIG-0126,CNTF,pig,Sus scrofa,spinal_cord_injury,22,0.8283,0.2266,2,0.216,0.7049,0.5341,0.4613,0.1487,3,0.84,0,0,Notch signaling,0
GB-PAR-MOU-3876,GBA,mouse,Mus musculus,parkinsons,8,0.927,0.2226,1,0.2999,0.7412,0.3331,0.1645,0.1222,3,0.85,0,0,JAK-STAT,0
GB-HEA-MOU-2935,KCNH2,mouse,Mus musculus,heart_disease,11,0.8168,0.8956,28,0.7176,0.6119,0.8578,0.5116,0.5475,4,0.85,1,0,NF-kB,1
GB-DEA-PIG-5443,MYO15A,pig,Sus scrofa,deafness,19,0.826,0.8823,13,0.6775,0.6612,0.8294,0.712,0.857,4,0.84,1,0,Oxidative phosphorylation,1
GB-PAR-HOR-4451,PRKN,horse,Equus caballus,parkinsons,19,0.7786,0.3934,2,0.225,0.5976,0.33,0.1594,0.3174,2,0.8,0,0,MAPK signaling,0
GB-HEA-HOR-3531,TNNI3,horse,Equus caballus,heart_disease,19,0.7626,0.0803,6,0.0728,0.6784,0.1797,0.0283,0.2517,2,0.8,0,0,cAMP signaling,0
GB-HEA-PIG-2730,TPM1,pig,Sus scrofa,heart_disease,16,0.9684,0.7307,18,0.7164,0.8074,0.6152,0.6593,0.6722,3,0.84,0,0,Calcium signaling,1
GB-SPI-HOR-0827,PTEN,horse,Equus caballus,spinal_cord_injury,1,0.7623,0.3461,2,0.2761,0.5747,0.4973,0.2612,0.2175,0,0.8,0,0,FoxO signaling,0
GB-MUS-HOR-1639,TRIM32,horse,Equus caballus,muscular_dystrophy,12,0.8577,0.9305,27,0.345,0.7006,0.7236,0.7996,0.3592,2,0.8,1,1,TGF-beta,1
GB-MUS-PIG-0984,COLQ,pig,Sus scrofa,muscular_dystrophy,7,0.8099,0.3935,7,0.2999,0.6811,0.0668,0.0841,0.1378,3,0.84,0,0,Glycolysis,0
GB-HEA-BAB-3281,TNNT2,baboon,Papio anubis,heart_disease,Y,0.99,0.7728,18,0.8738,0.7991,0.6274,0.5719,0.8252,2,0.94,0,0,Autophagy,1
GB-DIA-HOR-7156,KLF11,horse,Equus caballus,diabetes,5,0.8577,0.3391,5,0.1699,0.6857,0.1474,0.0541,0.3463,1,0.8,0,0,MAPK signaling,0
GB-RET-SHE-2188,RPGRIP1,sheep,Ovis aries,retinal_degeneration,20,0.8165,0.8476,14,0.5787,0.6197,0.8594,0.6366,0.8502,2,0.82,0,0,TGF-beta,1
GB-DIA-MOU-6629,LEPR,mouse,Mus musculus,diabetes,22,0.99,0.3281,7,0.0363,0.8209,0.124,0.1514,0.5816,0,0.85,0,0,Oxidative phosphorylation,0
GB-RET-BAB-2443,NRL,baboon,Papio anubis,retinal_degeneration,13,0.9364,0.4188,4,0.3492,0.724,0.6589,0.3871,0.3118,1,0.94,0,0,Oxidative phosphorylation,0
GB-SPI-SHE-0362,STAT3,sheep,Ovis aries,spinal_cord_injury,21,0.9573,0.6999,22,0.8919,0.8109,0.8873,0.8807,0.659,3,0.82,0,0,PI3K-Akt,1
GB-RET-BAB-2349,AIPL1,baboon,Papio anubis,retinal_degeneration,7,0.8337,0.58,15,0.5234,0.574,0.5901,0.3284,0.8016,6,0.94,0,0,FoxO signaling,1
GB-SPI-MOU-0345,KLF4,mouse,Mus musculus,spinal_cord_injury,20,0.7751,0.094,5,0.3251,0.6261,0.1886,0.214,0.3222,1,0.85,0,0,Oxidative phosphorylation,0
GB-SPI-HOR-0814,OMG,horse,Equus caballus,spinal_cord_injury,19,0.7979,0.1674,6,0.2361,0.6256,0.3357,0.4037,0.2145,3,0.8,0,0,JAK-STAT,0
GB-ALS-MOU-4807,SQSTM1,mouse,Mus musculus,als,18,0.9323,0.4671,4,0.1012,0.7499,0.0706,0.1173,0.1621,3,0.85,0,0,mTOR,0
GB-HEA-SHE-3205,TPM1,sheep,Ovis aries,heart_disease,21,0.99,0.3663,6,0.4026,0.8584,0.1096,0.3939,0.3535,1,0.82,0,0,Oxidative phosphorylation,0
GB-DIA-PIG-6450,INSR,pig,Sus scrofa,diabetes,13,0.9821,0.1765,2,0.4143,0.7487,0.0741,0.5808,0.7112,1,0.84,0,0,JAK-STAT,0
GB-DIA-BAB-6896,INS,baboon,Papio anubis,diabetes,21,0.9006,0.8795,20,0.7072,0.7181,0.8262,0.4491,0.5279,5,0.94,1,0,Notch signaling,1
GB-HEA-BAB-3325,CASQ2,baboon,Papio anubis,heart_disease,5,0.99,0.6996,16,0.9117,0.7671,0.6601,0.8738,0.4748,5,0.94,1,0,Notch signaling,1
GB-PAR-SHE-4106,DNAJC13,sheep,Ovis aries,parkinsons,13,0.7545,0.3741,1,0.4898,0.629,0.0448,0.2903,0.285,1,0.82,0,0,Calcium signaling,0
GB-DIA-PIG-6440,LEPR,pig,Sus scrofa,diabetes,15,0.9374,0.1777,3,0.707,0.779,0.625,0.4952,0.6396,2,0.84,0,0,Oxidative phosphorylation,0
GB-RET-MOU-2116,CNGA3,mouse,Mus musculus,retinal_degeneration,X,0.8503,0.1325,6,0.0749,0.6912,0.4167,0.7182,0.3392,2,0.85,0,0,Notch signaling,0
GB-RET-PIG-1834,CRX,pig,Sus scrofa,retinal_degeneration,1,0.8984,0.8294,28,0.9542,0.6932,0.9127,0.5326,0.6606,4,0.84,0,0,Apoptosis,1
GB-SPI-HOR-0793,BDNF,horse,Equus caballus,spinal_cord_injury,13,0.8093,0.1462,4,0.5693,0.6552,0.4648,0.7632,0.3959,3,0.8,0,0,JAK-STAT,0
GB-DIA-HOR-7122,HNF1A,horse,Equus caballus,diabetes,15,0.8558,0.3924,6,0.0647,0.6964,0.4111,0.1022,0.6668,1,0.8,0,0,cAMP signaling,0
GB-RET-HOR-2674,RPGRIP1,horse,Equus caballus,retinal_degeneration,17,0.942,0.1721,4,0.4737,0.7704,0.0841,0.6596,0.3288,3,0.8,0,0,Notch signaling,0
GB-SPI-PIG-0094,KLF4,pig,Sus scrofa,spinal_cord_injury,22,0.7945,0.3964,3,0.5172,0.6394,0.2618,0.4284,0.3831,1,0.84,0,0,JAK-STAT,0
GB-PAR-BAB-4225,PINK1,baboon,Papio anubis,parkinsons,2,0.99,0.7135,18,0.7258,0.8246,0.7834,0.3633,0.7656,6,0.94,0,0,DNA repair,1
GB-PAR-PIG-3756,PINK1,pig,Sus scrofa,parkinsons,6,0.8704,0.378,3,0.3214,0.7115,0.256,0.5152,0.1701,2,0.84,0,0,Hippo signaling,0
GB-HEA-MOU-2891,MYL2,mouse,Mus musculus,heart_disease,1,0.7673,0.6789,26,0.4961,0.5217,0.5355,0.7282,0.6547,6,0.85,1,0,DNA repair,1
GB-RET-BAB-2371,PRPH2,baboon,Papio anubis,retinal_degeneration,6,0.9469,0.756,16,0.5747,0.7113,0.924,0.7412,0.4148,3,0.94,0,0,Hippo signaling,1
GB-DEA-BAB-5961,ESPN,baboon,Papio anubis,deafness,17,0.9575,0.6345,27,0.7425,0.7857,0.719,0.9034,0.837,4,0.94,0,0,Hedgehog,1
GB-DIA-PIG-6379,NEUROD1,pig,Sus scrofa,diabetes,11,0.9229,0.7872,24,0.7469,0.7485,0.6634,0.7484,0.2271,7,0.84,1,1,DNA repair,1
GB-HEA-SHE-3228,MYL2,sheep,Ovis aries,heart_disease,3,0.9193,0.1997,4,0.1629,0.686,0.3062,0.4716,0.2229,1,0.82,0,0,FoxO signaling,0
GB-DIA-PIG-6417,LEPR,pig,Sus scrofa,diabetes,1,0.9537,0.203,2,0.0031,0.7021,0.3356,0.4507,0.2584,2,0.84,0,0,NF-kB,0
GB-HEA-PIG-2853,TNNI3,pig,Sus scrofa,heart_disease,3,0.9318,0.2617,3,0.1813,0.6604,0.3071,0.5919,0.186,0,0.84,0,0,PI3K-Akt,0
GB-DIA-SHE-6660,PPARG,sheep,Ovis aries,diabetes,8,0.7469,0.8056,20,0.7899,0.6242,0.8515,0.8543,0.6852,2,0.82,1,1,DNA repair,1
GB-HEA-MOU-2912,ACTC1,mouse,Mus musculus,heart_disease,2,0.7402,0.6061,19,0.369,0.5888,0.6164,0.9334,0.3309,5,0.85,0,0,mTOR,1
GB-RET-PIG-1865,NRL,pig,Sus scrofa,retinal_degeneration,15,0.9529,0.6338,25,0.6414,0.6809,0.7334,0.7363,0.6385,2,0.84,1,1,FoxO signaling,1
GB-DEA-MOU-5754,MYO7A,mouse,Mus musculus,deafness,18,0.99,0.4661,7,0.0685,0.7631,0.1572,0.1984,0.4056,3,0.85,0,0,Hippo signaling,0
GB-ALS-PIG-4612,SOD1,pig,Sus scrofa,als,12,0.7499,0.3372,1,0.6192,0.6339,0.3327,0.3128,0.2989,3,0.84,0,0,JAK-STAT,0
GB-RET-PIG-1857,AIPL1,pig,Sus scrofa,retinal_degeneration,17,0.99,0.8931,22,0.7804,0.8271,0.745,0.7713,0.7732,6,0.84,0,0,NF-kB,1
GB-RET-HOR-2645,CEP290,horse,Equus caballus,retinal_degeneration,8,0.8972,0.1755,9,0.5153,0.6929,0.2782,0.3966,0.1142,3,0.8,0,0,PI3K-Akt,0
GB-RET-SHE-2243,RPGRIP1,sheep,Ovis aries,retinal_degeneration,10,0.8213,0.0802,4,0.0437,0.6828,0.308,0.5563,0.1112,0,0.82,0,0,Glycolysis,0
GB-ALS-HOR-5373,TUBA4A,horse,Equus caballus,als,4,0.7601,0.3998,6,0.0685,0.6036,0.2865,0.4803,0.3062,1,0.8,0,0,Glycolysis,0
GB-RET-SHE-2336,PRPH2,sheep,Ovis aries,retinal_degeneration,6,0.8272,0.2622,3,0.3998,0.611,0.1678,0.3031,0.4321,2,0.82,0,0,PI3K-Akt,0
GB-MUS-PIG-0950,AGRN,pig,Sus scrofa,muscular_dystrophy,5,0.8593,0.8097,20,0.6416,0.6989,0.8722,0.5048,0.3765,7,0.84,1,0,mTOR,1
GB-HEA-SHE-3068,MYL3,sheep,Ovis aries,heart_disease,8,0.9451,0.9252,30,0.7129,0.7445,0.8087,0.7874,0.3717,2,0.82,1,0,Hippo signaling,1
