record_id,human_gene,donor_species,donor_sci_name,condition,chromosome,sequence_similarity,expression_correlation,protein_interaction_degree,go_term_overlap,conservation_score,disease_gene_association_score,synteny_score,regulatory_region_similarity,num_shared_go_terms,species_regen_score,known_therapy_target,in_clinical_trial,primary_pathway,target_label
GB-ALS-ZEB-12927,CHCHD10,zebrafish,Danio rerio,als,15,0.8211,0.1655,2,0.0568,0.6284,0.2951,0.4016,0.6443,3,0.88,0,0,Oxidative phosphorylation,0
GB-RET-SHE-5168,ROM1,sheep,Ovis aries,retinal_degeneration,17,0.8412,0.3815,8,0.2138,0.681,0.2372,0.2274,0.1263,3,0.82,0,0,Oxidative phosphorylation,0
GB-SPI-ZEB-1121,IL6,zebrafish,Danio rerio,spinal_cord_injury,13,0.67,0.3666,10,0.3962,0.5444,0.1096,0.5028,0.2713,1,0.88,0,0,Hedgehog,0
GB-PAR-BAB-10021,HTRA2,baboon,Papio anubis,parkinsons,7,0.99,0.3923,1,0.1704,0.7695,0.3286,0.3016,0.3931,1,0.94,0,0,DNA repair,0
GB-PAR-OCT-11552,EIF4G1,octopus,Octopus vulgaris,parkinsons,21,0.6111,0.2938,3,0.3857,0.4147,0.4457,0.5323,0.0597,3,0.85,0,0,Calcium signaling,0
GB-MUS-TAR-4447,SGCD,tardigrade,Ramazzottius varieornatus,muscular_dystrophy,5,0.3,0.1669,2,0.6693,0.2619,0.0277,0.2746,0.2966,1,0.91,0,0,Hedgehog,0
GB-PAR-GEC-10885,SNCA,gecko,Gekko gecko,parkinsons,16,0.6466,0.097,4,0.2185,0.4746,0.1829,0.4981,0.2684,0,0.82,0,0,JAK-STAT,0
GB-RET-MOU-4899,RDH12,mouse,Mus musculus,retinal_degeneration,19,0.812,0.1898,1,0.1869,0.6784,0.1099,0.6834,0.4303,3,0.85,0,0,mTOR,1
GB-ALS-SAL-13130,MATR3,salamander,Pleurodeles waltl,als,11,0.646,0.3314,3,0.1232,0.5282,0.3673,0.5704,0.7115,1,0.9,0,0,TGF-beta,0
GB-RET-PIG-4816,RPGRIP1,pig,Sus scrofa,retinal_degeneration,7,0.9102,0.3455,3,0.28,0.7138,0.1561,0.3573,0.2158,1,0.84,0,0,Wnt signaling,0
GB-HEA-BAB-7636,ACTC1,baboon,Papio anubis,heart_disease,Y,0.99,0.2981,6,0.2822,0.751,0.0394,0.5942,0.1293,1,0.94,0,0,NF-kB,0
GB-DEA-HOR-14863,TRIOBP,horse,Equus caballus,deafness,12,0.9211,0.1033,4,0.2173,0.7099,0.2327,0.2381,0.1366,1,0.8,0,0,FoxO signaling,0
GB-SPI-NAK-1698,PTEN,naked_mole_rat,Heterocephalus glaber,spinal_cord_injury,14,0.816,0.101,1,0.3125,0.6624,0.1188,0.233,0.3544,0,0.78,0,0,Autophagy,0
GB-ALS-NAK-13443,TARDBP,naked_mole_rat,Heterocephalus glaber,als,17,0.7977,0.1204,3,0.0145,0.6516,0.1495,0.2117,0.2138,2,0.78,0,0,DNA repair,0
GB-PAR-ZEB-10575,TMEM230,zebrafish,Danio rerio,parkinsons,3,0.6672,0.1576,2,0.149,0.5394,0.1922,0.374,0.218,2,0.88,0,0,Autophagy,1
GB-ALS-AXO-12670,VCP,axolotl,Ambystoma mexicanum,als,10,0.7458,0.1351,5,0.6002,0.582,0.317,0.2346,0.2821,2,0.95,0,0,Calcium signaling,0
GB-DIA-SAL-17673,IRS2,salamander,Pleurodeles waltl,diabetes,7,0.7494,0.4156,6,0.1264,0.6208,0.1841,0.3061,0.1579,2,0.9,0,0,cAMP signaling,0
GB-MUS-SAL-3725,LARGE1,salamander,Pleurodeles waltl,muscular_dystrophy,8,0.6372,0.1053,4,0.1141,0.5421,0.3823,0.3611,0.4688,0,0.9,0,0,DNA repair,0
GB-SPI-AXO-1042,TNF,axolotl,Ambystoma mexicanum,spinal_cord_injury,22,0.8324,0.3625,4,0.4315,0.742,0.1183,0.1216,0.4346,1,0.95,0,0,TGF-beta,0
GB-MUS-NAK-4113,TRIM32,naked_mole_rat,Heterocephalus glaber,muscular_dystrophy,5,0.7599,0.3079,2,0.0194,0.6113,0.2598,0.5239,0.3148,1,0.78,0,0,FoxO signaling,0
GB-MUS-GEC-3851,SGCD,gecko,Gekko gecko,muscular_dystrophy,10,0.6444,0.2793,4,0.1978,0.5104,0.1766,0.0574,0.1403,3,0.82,0,0,Notch signaling,0
GB-DIA-MOU-16694,PPARG,mouse,Mus musculus,diabetes,Y,0.99,0.4378,4,0.7658,0.7728,0.4233,0.1672,0.1611,1,0.85,0,0,DNA repair,0
GB-PAR-PIG-9415,GIGYF2,pig,Sus scrofa,parkinsons,X,0.8079,0.1345,7,0.386,0.6067,0.2394,0.2526,0.2277,0,0.84,0,0,Calcium signaling,0
GB-DEA-AXO-15017,ESPN,axolotl,Ambystoma mexicanum,deafness,11,0.7164,0.1617,3,0.1692,0.5391,0.1566,0.3147,0.1672,3,0.95,0,0,FoxO signaling,0
GB-ALS-PIG-11794,TARDBP,pig,Sus scrofa,als,21,0.7297,0.2188,7,0.3855,0.6147,0.4871,0.4586,0.4415,1,0.84,0,0,cAMP signaling,1
GB-ALS-BAB-12388,MATR3,baboon,Papio anubis,als,7,0.99,0.3501,4,0.5889,0.8446,0.2179,0.4094,0.187,0,0.94,0,0,DNA repair,0
GB-PAR-OCT-11597,VPS35,octopus,Octopus vulgaris,parkinsons,16,0.506,0.3052,8,0.1515,0.3538,0.2889,0.2523,0.2044,3,0.85,0,0,JAK-STAT,1
GB-ALS-GEC-13259,ANG,gecko,Gekko gecko,als,19,0.5804,0.2227,3,0.5946,0.5039,0.3021,0.2441,0.3123,3,0.82,0,0,Glycolysis,0
GB-PAR-AXO-10290,VPS35,axolotl,Ambystoma mexicanum,parkinsons,11,0.6625,0.1638,1,0.019,0.5604,0.2625,0.5541,0.18,2,0.95,0,0,MAPK signaling,0
GB-SPI-SHE-0377,ARG1,sheep,Ovis aries,spinal_cord_injury,1,0.8799,0.6315,20,0.7338,0.629,0.6673,0.4903,0.5253,3,0.82,0,0,FoxO signaling,0
GB-SPI-MOU-0357,PTEN,mouse,Mus musculus,spinal_cord_injury,22,0.8377,0.134,7,0.0911,0.648,0.0947,0.3503,0.3647,2,0.85,0,0,Oxidative phosphorylation,1
GB-PAR-NAK-11106,DNAJC13,naked_mole_rat,Heterocephalus glaber,parkinsons,3,0.882,0.134,7,0.0586,0.7369,0.0753,0.1278,0.3361,3,0.78,0,0,Calcium signaling,0
GB-HEA-SHE-7410,LMNA,sheep,Ovis aries,heart_disease,18,0.8855,0.1779,4,0.2046,0.7392,0.2555,0.0944,0.1711,3,0.82,0,0,Apoptosis,0
GB-HEA-TAR-9124,SCN5A,tardigrade,Ramazzottius varieornatus,heart_disease,17,0.3575,0.1706,2,0.1697,0.2555,0.1894,0.3829,0.3462,2,0.91,0,0,NF-kB,0
GB-PAR-OCT-11635,PARK7,octopus,Octopus vulgaris,parkinsons,21,0.5722,0.3528,5,0.2685,0.4942,0.2576,0.3581,0.2044,0,0.85,0,0,PI3K-Akt,0
GB-HEA-ZEB-8104,PLN,zebrafish,Danio rerio,heart_disease,22,0.8117,0.9828,17,0.8868,0.6712,0.7437,0.8986,0.7898,7,0.88,0,0,JAK-STAT,1
GB-MUS-PLA-4281,SGCD,planaria,Schmidtea mediterranea,muscular_dystrophy,2,0.4373,0.2731,1,0.0981,0.3371,0.208,0.3696,0.0153,0,0.99,0,0,JAK-STAT,0
GB-SPI-GEC-1441,ARG1,gecko,Gekko gecko,spinal_cord_injury,18,0.6672,0.6421,12,0.5276,0.5489,0.7618,0.5573,0.6937,4,0.82,0,0,MAPK signaling,1
GB-DEA-MOU-14328,LHFPL5,mouse,Mus musculus,deafness,16,0.9815,0.4489,1,0.1041,0.7992,0.1246,0.0592,0.1328,1,0.85,0,0,Wnt signaling,1
GB-RET-HOR-5418,NRL,horse,Equus caballus,retinal_degeneration,20,0.8541,0.9118,22,0.6541,0.687,0.9365,0.3564,0.2214,3,0.8,0,0,DNA repair,1
GB-DEA-BAB-14682,TMPRSS3,baboon,Papio anubis,deafness,21,0.8503,0.3994,2,0.5413,0.7426,0.2494,0.1643,0.1532,0,0.94,0,0,Wnt signaling,0
GB-ALS-TAR-13700,TUBA4A,tardigrade,Ramazzottius varieornatus,als,5,0.5086,0.7185,10,0.81,0.3815,0.6638,0.7605,0.7784,3,0.91,1,0,FoxO signaling,1
GB-HEA-BAB-7613,RYR2,baboon,Papio anubis,heart_disease,21,0.99,0.2558,11,0.3068,0.7777,0.1955,0.2889,0.1746,2,0.94,0,0,mTOR,1
GB-MUS-SAL-3707,SGCG,salamander,Pleurodeles waltl,muscular_dystrophy,X,0.6572,0.2053,9,0.2184,0.5784,0.2683,0.5359,0.2678,3,0.9,0,0,TGF-beta,0
GB-SPI-NAK-1713,TNF,naked_mole_rat,Heterocephalus glaber,spinal_cord_injury,9,0.7631,0.354,6,0.0776,0.6023,0.1145,0.5539,0.1454,3,0.78,0,0,Hedgehog,0
GB-MUS-OCT-4638,DOK7,octopus,Octopus vulgaris,muscular_dystrophy,4,0.4929,0.256,2,0.7839,0.3316,0.2147,0.5765,0.0904,1,0.85,0,0,NF-kB,0
GB-DIA-GEC-17898,INS,gecko,Gekko gecko,diabetes,18,0.6986,0.3726,5,0.1972,0.5004,0.3293,0.7027,0.4715,3,0.82,0,0,PI3K-Akt,1
GB-PAR-SAL-10761,FBXO7,salamander,Pleurodeles waltl,parkinsons,13,0.725,0.2134,4,0.6625,0.566,0.0837,0.5893,0.6349,1,0.9,0,0,Calcium signaling,0
GB-HEA-PIG-7070,MYH7,pig,Sus scrofa,heart_disease,15,0.99,0.3993,2,0.294,0.7871,0.3581,0.4247,0.4413,0,0.84,0,0,Glycolysis,0
GB-RET-ZEB-5858,ROM1,zebrafish,Danio rerio,retinal_degeneration,20,0.7752,0.3502,2,0.1047,0.5497,0.3048,0.3437,0.1127,2,0.88,0,0,Glycolysis,0
GB-SPI-OCT-2252,BDNF,octopus,Octopus vulgaris,spinal_cord_injury,11,0.438,0.1115,2,0.6033,0.2839,0.3557,0.673,0.3603,3,0.85,0,0,JAK-STAT,0
GB-DEA-OCT-16215,MYO15A,octopus,Octopus vulgaris,deafness,15,0.6087,0.8634,19,0.7978,0.55,0.6721,0.743,0.5941,4,0.85,1,0,MAPK signaling,1
GB-HEA-HOR-7889,SCN5A,horse,Equus caballus,heart_disease,X,0.7247,0.3552,9,0.1695,0.5799,0.4546,0.5599,0.4352,3,0.8,0,0,mTOR,0
GB-DEA-TAR-16196,OTOF,tardigrade,Ramazzottius varieornatus,deafness,8,0.3432,0.2529,3,0.3747,0.3,0.1786,0.712,0.3106,3,0.91,0,0,Hippo signaling,0
GB-HEA-BAB-7646,ACTC1,baboon,Papio anubis,heart_disease,12,0.99,0.4312,6,0.1624,0.7942,0.1737,0.1109,0.8085,0,0.94,0,0,FoxO signaling,0
GB-HEA-HOR-7806,MYL2,horse,Equus caballus,heart_disease,2,0.7866,0.2183,3,0.3224,0.6378,0.2406,0.3887,0.1852,3,0.8,0,0,Apoptosis,0
GB-DEA-SHE-14523,MYO7A,sheep,Ovis aries,deafness,16,0.8205,0.2946,2,0.0758,0.6953,0.3706,0.123,0.319,1,0.82,0,0,PI3K-Akt,0
GB-RET-MOU-5023,CEP290,mouse,Mus musculus,retinal_degeneration,7,0.7872,0.3413,3,0.2209,0.6494,0.2936,0.5264,0.2342,3,0.85,0,0,Glycolysis,0
GB-HEA-BAB-7603,TPM1,baboon,Papio anubis,heart_disease,9,0.99,0.2553,2,0.4613,0.8537,0.1675,0.3821,0.2699,1,0.94,0,0,MAPK signaling,0
GB-DIA-SAL-17672,IRS1,salamander,Pleurodeles waltl,diabetes,9,0.6559,0.3553,6,0.1397,0.4844,0.262,0.2972,0.0467,1,0.9,0,0,Hedgehog,0
GB-ALS-ZEB-12918,SOD1,zebrafish,Danio rerio,als,10,0.7941,0.4329,4,0.3549,0.6487,0.1487,0.7526,0.3519,2,0.88,0,0,NF-kB,0
GB-MUS-MOU-2540,LARGE1,mouse,Mus musculus,muscular_dystrophy,1,0.9804,0.99,16,0.4344,0.7736,0.8147,0.6909,0.5503,4,0.85,0,0,Autophagy,1
GB-RET-GEC-6286,GUCY2D,gecko,Gekko gecko,retinal_degeneration,4,0.8017,0.2248,5,0.3216,0.6143,0.1601,0.3136,0.4294,0,0.82,0,0,FoxO signaling,0
GB-DIA-HOR-17166,INS,horse,Equus caballus,diabetes,15,0.9019,0.2238,7,0.4695,0.6731,0.2671,0.1743,0.5176,3,0.8,0,0,Autophagy,0
GB-SPI-ZEB-1256,LINGO1,zebrafish,Danio rerio,spinal_cord_injury,13,0.7345,0.23,4,0.0706,0.5899,0.1408,0.4684,0.0506,3,0.88,0,0,DNA repair,0
GB-MUS-PIG-2420,ANO5,pig,Sus scrofa,muscular_dystrophy,18,0.7827,0.3453,2,0.3099,0.6626,0.1753,0.6133,0.245,2,0.84,0,0,Autophagy,0
GB-HEA-SAL-8309,MYH7,salamander,Pleurodeles waltl,heart_disease,5,0.6663,0.2151,2,0.6081,0.5229,0.0889,0.3846,0.4988,1,0.9,0,0,Hippo signaling,0
GB-PAR-TAR-11347,GIGYF2,tardigrade,Ramazzottius varieornatus,parkinsons,14,0.4847,0.9123,12,0.8069,0.382,0.7672,0.7787,0.6608,7,0.91,0,0,NF-kB,1
GB-SPI-MOU-0222,NOGO,mouse,Mus musculus,spinal_cord_injury,1,0.7798,0.2261,4,0.4986,0.6453,0.2473,0.4856,0.0888,0,0.85,0,0,Glycolysis,0
GB-DIA-AXO-17354,INS,axolotl,Ambystoma mexicanum,diabetes,12,0.6975,0.3483,8,0.1854,0.5881,0.1301,0.6223,0.4121,3,0.95,0,0,JAK-STAT,0
GB-RET-SHE-5217,RHO,sheep,Ovis aries,retinal_degeneration,16,0.8426,0.2229,6,0.5348,0.6469,0.2423,0.1954,0.4641,3,0.82,0,0,DNA repair,0
GB-ALS-PLA-13544,SOD1,planaria,Schmidtea mediterranea,als,11,0.5542,0.3398,3,0.1608,0.3816,0.1023,0.2318,0.3859,2,0.99,0,0,DNA repair,0
GB-DIA-PIG-16402,INS,pig,Sus scrofa,diabetes,4,0.99,0.9892,24,0.8825,0.6999,0.869,0.8188,0.3653,5,0.84,0,0,Wnt signaling,1
GB-ALS-ZEB-12898,SQSTM1,zebrafish,Danio rerio,als,18,0.7965,0.2589,4,0.1807,0.6312,0.2973,0.1867,0.0969,2,0.88,0,0,Calcium signaling,0
GB-HEA-SHE-7462,TNNI3,sheep,Ovis aries,heart_disease,12,0.9094,0.409,3,0.3703,0.751,0.0877,0.3749,0.3021,2,0.82,0,0,mTOR,0
GB-MUS-SHE-2771,ANO5,sheep,Ovis aries,muscular_dystrophy,10,0.8586,0.2919,7,0.1642,0.7054,0.3508,0.2129,0.1966,1,0.82,0,0,Hedgehog,0
GB-DEA-OCT-16339,MYO15A,octopus,Octopus vulgaris,deafness,1,0.553,0.3783,8,0.4262,0.3796,0.2805,0.5096,0.4764,1,0.85,0,0,DNA repair,0
GB-MUS-AXO-3393,LAMA2,axolotl,Ambystoma mexicanum,muscular_dystrophy,11,0.7357,0.2366,2,0.5736,0.6238,0.2084,0.1779,0.37,2,0.95,0,0,Wnt signaling,0
GB-DEA-SAL-15391,CDH23,salamander,Pleurodeles waltl,deafness,6,0.6496,0.1729,5,0.5455,0.5366,0.3489,0.4034,0.0767,3,0.9,0,0,Autophagy,0
GB-PAR-OCT-11573,LRRK2,octopus,Octopus vulgaris,parkinsons,5,0.6187,0.344,3,0.2418,0.4504,0.3424,0.2938,0.2846,1,0.85,0,0,Wnt signaling,0
GB-SPI-SAL-1402,BDNF,salamander,Pleurodeles waltl,spinal_cord_injury,X,0.8365,0.1661,5,0.3718,0.6378,0.1954,0.1017,0.2022,3,0.9,0,0,TGF-beta,0
GB-SPI-PIG-0113,NGF,pig,Sus scrofa,spinal_cord_injury,X,0.8184,0.2903,2,0.4387,0.6776,0.1694,0.3116,0.2775,2,0.84,0,0,Apoptosis,0
GB-RET-HOR-5550,PRPH2,horse,Equus caballus,retinal_degeneration,1,0.9108,0.1921,12,0.1055,0.7273,0.2202,0.3584,0.4825,1,0.8,0,0,DNA repair,0
GB-PAR-AXO-10277,GBA,axolotl,Ambystoma mexicanum,parkinsons,5,0.7386,0.3678,3,0.2562,0.5486,0.5522,0.4143,0.4477,0,0.95,0,0,Autophagy,0
GB-ALS-AXO-12674,SETX,axolotl,Ambystoma mexicanum,als,10,0.6803,0.2246,4,0.512,0.546,0.1641,0.4878,0.2112,2,0.95,0,0,JAK-STAT,0
GB-ALS-MOU-11920,SETX,mouse,Mus musculus,als,1,0.9492,0.2424,4,0.1961,0.7955,0.1804,0.1334,0.0638,0,0.85,0,0,Glycolysis,0
GB-HEA-OCT-9357,ACTC1,octopus,Octopus vulgaris,heart_disease,9,0.518,0.3307,5,0.2435,0.4139,0.053,0.5867,0.2926,3,0.85,0,0,Apoptosis,0
GB-MUS-BAB-2948,COLQ,baboon,Papio anubis,muscular_dystrophy,19,0.8639,0.417,2,0.5998,0.6997,0.0228,0.2104,0.1537,3,0.94,0,0,MAPK signaling,0
GB-ALS-PIG-11804,NEK1,pig,Sus scrofa,als,10,0.8174,0.1949,3,0.4782,0.7363,0.2684,0.4832,0.3513,3,0.84,0,0,DNA repair,0
GB-DEA-HOR-14780,WHRN,horse,Equus caballus,deafness,5,0.8765,0.9497,13,0.4775,0.6868,0.9031,0.81,0.4785,3,0.8,0,0,NF-kB,1
GB-DEA-SHE-14466,CDH23,sheep,Ovis aries,deafness,18,0.8309,0.2014,3,0.1752,0.7311,0.1076,0.2802,0.0946,3,0.82,0,0,Notch signaling,0
GB-DIA-OCT-18576,IRS1,octopus,Octopus vulgaris,diabetes,15,0.5122,0.3686,5,0.1834,0.4517,0.5099,0.2977,0.0846,2,0.85,0,0,DNA repair,0
GB-PAR-BAB-10029,PRKN,baboon,Papio anubis,parkinsons,19,0.99,0.2253,1,0.5743,0.7535,0.0115,0.5177,0.1488,2,0.94,0,0,NF-kB,0
GB-ALS-ZEB-12859,NEK1,zebrafish,Danio rerio,als,19,0.7664,0.3681,5,0.1355,0.5699,0.1691,0.4144,0.1975,2,0.88,0,0,mTOR,0
GB-DIA-BAB-17021,LEPR,baboon,Papio anubis,diabetes,15,0.9403,0.0905,4,0.1017,0.7804,0.2612,0.6116,0.2451,0,0.94,0,0,Hippo signaling,0
GB-DIA-OCT-18585,IRS2,octopus,Octopus vulgaris,diabetes,13,0.3756,0.2075,2,0.2091,0.2945,0.1657,0.2074,0.393,2,0.85,0,0,Glycolysis,0
GB-MUS-AXO-3251,TRIM32,axolotl,Ambystoma mexicanum,muscular_dystrophy,14,0.685,0.3185,2,0.3412,0.5489,0.3354,0.4204,0.1422,1,0.95,0,0,Oxidative phosphorylation,1
GB-RET-GEC-6177,CNGA3,gecko,Gekko gecko,retinal_degeneration,5,0.7094,0.3956,2,0.286,0.6041,0.1186,0.2298,0.4205,2,0.82,0,0,Autophagy,0
GB-DEA-TAR-16037,OTOF,tardigrade,Ramazzottius varieornatus,deafness,12,0.4048,0.354,8,0.2827,0.3203,0.6426,0.0624,0.2035,1,0.91,0,0,cAMP signaling,0
GB-HEA-SAL-8310,TNNT2,salamander,Pleurodeles waltl,heart_disease,21,0.6696,0.2925,1,0.0571,0.5628,0.1653,0.2728,0.149,1,0.9,0,0,Glycolysis,0
GB-PAR-NAK-11044,VPS35,naked_mole_rat,Heterocephalus glaber,parkinsons,1,0.8649,0.2951,7,0.0578,0.6782,0.1365,0.6202,0.0257,2,0.78,0,0,TGF-beta,0
GB-ALS-TAR-13683,TARDBP,tardigrade,Ramazzottius varieornatus,als,10,0.5027,0.871,12,0.8414,0.4059,0.919,0.4809,0.8224,5,0.91,0,0,MAPK signaling,1
GB-HEA-GEC-8508,TNNI3,gecko,Gekko gecko,heart_disease,7,0.5893,0.103,4,0.549,0.4852,0.4355,0.0823,0.5499,1,0.82,0,0,DNA repair,0
GB-DIA-SHE-16874,PDX1,sheep,Ovis aries,diabetes,7,0.7801,0.2623,2,0.4977,0.6208,0.2697,0.3872,0.4395,3,0.82,0,0,Hippo signaling,0
GB-RET-BAB-5380,RPE65,baboon,Papio anubis,retinal_degeneration,1,0.9518,0.1173,6,0.1925,0.7832,0.0923,0.4075,0.1653,0,0.94,0,0,JAK-STAT,0
GB-DIA-AXO-17367,PDX1,axolotl,Ambystoma mexicanum,diabetes,17,0.6557,0.2262,2,0.0574,0.4923,0.2461,0.385,0.3281,0,0.95,0,0,Wnt signaling,0
GB-PAR-PLA-11306,CHCHD2,planaria,Schmidtea mediterranea,parkinsons,13,0.4553,0.1225,4,0.211,0.3269,0.3475,0.1461,0.118,1,0.99,0,0,DNA repair,0
GB-SPI-PIG-0135,MAG,pig,Sus scrofa,spinal_cord_injury,10,0.7912,0.3185,2,0.0851,0.6465,0.2378,0.437,0.0953,1,0.84,0,0,JAK-STAT,1
GB-HEA-PIG-7038,MYL3,pig,Sus scrofa,heart_disease,2,0.99,0.99,20,0.7228,0.7753,0.9895,0.9073,0.8089,2,0.84,0,0,Autophagy,1
GB-HEA-BAB-7687,PLN,baboon,Papio anubis,heart_disease,3,0.99,0.4424,9,0.088,0.7584,0.1322,0.4258,0.3193,3,0.94,0,0,TGF-beta,0
GB-MUS-AXO-3379,COLQ,axolotl,Ambystoma mexicanum,muscular_dystrophy,18,0.6991,0.1442,3,0.2308,0.5836,0.3553,0.2433,0.1322,2,0.95,0,0,Oxidative phosphorylation,0
GB-RET-PIG-4828,RPGRIP1,pig,Sus scrofa,retinal_degeneration,13,0.9486,0.2348,5,0.275,0.7516,0.2889,0.3137,0.2146,2,0.84,0,0,mTOR,0
GB-HEA-OCT-9214,TNNI3,octopus,Octopus vulgaris,heart_disease,13,0.4615,0.1707,7,0.2671,0.3904,0.375,0.4741,0.3062,0,0.85,0,0,DNA repair,0
GB-HEA-NAK-8642,SCN5A,naked_mole_rat,Heterocephalus glaber,heart_disease,21,0.7634,0.5988,16,0.7215,0.6104,0.8257,0.8928,0.49,6,0.78,0,0,Wnt signaling,1
GB-DEA-SAL-15479,PCDH15,salamander,Pleurodeles waltl,deafness,X,0.7782,0.103,6,0.1811,0.6995,0.0262,0.1127,0.4368,2,0.9,0,0,Hedgehog,0
GB-HEA-SAL-8440,TPM1,salamander,Pleurodeles waltl,heart_disease,5,0.6627,0.3062,6,0.0443,0.5538,0.054,0.4238,0.1118,3,0.9,0,0,JAK-STAT,0
GB-DEA-SHE-14402,COCH,sheep,Ovis aries,deafness,17,0.7459,0.1575,10,0.4153,0.6002,0.0621,0.2542,0.5092,3,0.82,0,0,Calcium signaling,0
GB-RET-PIG-4755,RHO,pig,Sus scrofa,retinal_degeneration,18,0.99,0.3738,5,0.4462,0.7788,0.0545,0.3984,0.1092,3,0.84,0,0,PI3K-Akt,0
GB-MUS-OCT-4572,SGCB,octopus,Octopus vulgaris,muscular_dystrophy,22,0.3662,0.2969,5,0.3915,0.3177,0.303,0.2708,0.3037,2,0.85,0,0,mTOR,0
GB-MUS-AXO-3394,SGCG,axolotl,Ambystoma mexicanum,muscular_dystrophy,Y,0.6202,0.3986,5,0.1185,0.532,0.1758,0.3432,0.1674,3,0.95,0,0,Hedgehog,0
GB-MUS-TAR-4347,LARGE1,tardigrade,Ramazzottius varieornatus,muscular_dystrophy,Y,0.3714,0.3799,6,0.4206,0.2647,0.1094,0.4659,0.1795,1,0.91,0,0,Hedgehog,0
GB-MUS-BAB-2937,DOK7,baboon,Papio anubis,muscular_dystrophy,8,0.8929,0.102,4,0.4728,0.7101,0.2917,0.292,0.112,1,0.94,0,0,NF-kB,0
GB-SPI-TAR-2087,IL6,tardigrade,Ramazzottius varieornatus,spinal_cord_injury,X,0.4277,0.4191,3,0.5179,0.3707,0.3467,0.5951,0.5517,3,0.91,0,0,JAK-STAT,1
GB-ALS-NAK-13358,SQSTM1,naked_mole_rat,Heterocephalus glaber,als,11,0.8925,0.3682,4,0.1079,0.7571,0.5152,0.1978,0.3733,3,0.78,0,0,MAPK signaling,0
GB-DEA-BAB-14742,MYO7A,baboon,Papio anubis,deafness,11,0.9021,0.2494,5,0.3454,0.7646,0.1285,0.1768,0.1171,0,0.94,0,0,Hippo signaling,0
GB-DEA-BAB-14604,TMPRSS3,baboon,Papio anubis,deafness,5,0.9488,0.1445,5,0.1048,0.6943,0.3002,0.5014,0.1523,2,0.94,0,0,Glycolysis,0
GB-MUS-BAB-2993,RAPSN,baboon,Papio anubis,muscular_dystrophy,8,0.8804,0.2294,2,0.3434,0.6908,0.1395,0.4997,0.1957,2,0.94,0,0,TGF-beta,0
GB-PAR-GEC-10880,VPS35,gecko,Gekko gecko,parkinsons,Y,0.5804,0.1319,7,0.3371,0.4458,0.1076,0.5206,0.1934,2,0.82,0,0,FoxO signaling,0
GB-SPI-TAR-2133,STAT3,tardigrade,Ramazzottius varieornatus,spinal_cord_injury,2,0.3619,0.2339,2,0.3621,0.2608,0.331,0.5265,0.5028,2,0.91,0,0,Wnt signaling,1
GB-DIA-PIG-16433,TCF7L2,pig,Sus scrofa,diabetes,15,0.9329,0.2107,6,0.0553,0.7697,0.2446,0.1818,0.3977,3,0.84,0,0,Hippo signaling,0
GB-PAR-SAL-10705,HTRA2,salamander,Pleurodeles waltl,parkinsons,17,0.7211,0.3437,2,0.2893,0.6525,0.0981,0.3045,0.4148,2,0.9,0,0,Notch signaling,0
GB-HEA-OCT-9252,KCNH2,octopus,Octopus vulgaris,heart_disease,22,0.4739,0.3324,4,0.5504,0.3388,0.4311,0.5469,0.0419,2,0.85,0,0,Hedgehog,0
GB-ALS-PLA-13506,NEK1,planaria,Schmidtea mediterranea,als,11,0.5569,0.8237,17,0.6082,0.4758,0.8252,0.2976,0.4587,2,0.99,1,0,Hedgehog,1
GB-DEA-GEC-15614,COCH,gecko,Gekko gecko,deafness,11,0.654,0.3583,14,0.185,0.5162,0.2284,0.2457,0.464,1,0.82,0,0,Oxidative phosphorylation,1
GB-SPI-PLA-1890,OMG,planaria,Schmidtea mediterranea,spinal_cord_injury,20,0.5291,0.2688,2,0.1856,0.4059,0.1032,0.6273,0.3732,0,0.99,0,0,FoxO signaling,1
GB-DEA-HOR-14822,MYO15A,horse,Equus caballus,deafness,Y,0.886,0.1823,3,0.3074,0.7199,0.3258,0.7225,0.136,2,0.8,0,0,DNA repair,1
GB-DEA-BAB-14653,LHFPL5,baboon,Papio anubis,deafness,20,0.9077,0.3324,2,0.3249,0.706,0.1334,0.0421,0.1494,1,0.94,0,0,cAMP signaling,1
GB-MUS-GEC-3930,RAPSN,gecko,Gekko gecko,muscular_dystrophy,2,0.6209,0.3872,1,0.2232,0.491,0.2528,0.4411,0.3119,3,0.82,0,0,JAK-STAT,0
GB-MUS-NAK-4119,ANO5,naked_mole_rat,Heterocephalus glaber,muscular_dystrophy,18,0.8196,0.4016,4,0.6529,0.595,0.1174,0.2234,0.1695,0,0.78,0,0,Oxidative phosphorylation,0
GB-MUS-BAB-3000,FKTN,baboon,Papio anubis,muscular_dystrophy,12,0.9149,0.1137,3,0.4833,0.8027,0.2796,0.7419,0.1648,3,0.94,0,0,Wnt signaling,0
GB-PAR-BAB-10001,VPS35,baboon,Papio anubis,parkinsons,17,0.9624,0.2333,10,0.0739,0.7569,0.0839,0.2129,0.191,0,0.94,0,0,Oxidative phosphorylation,0
GB-ALS-PIG-11709,CHCHD10,pig,Sus scrofa,als,19,0.7638,0.1888,4,0.4678,0.6113,0.3598,0.4577,0.1587,0,0.84,0,0,PI3K-Akt,0
